Floor,Kitchen type,Bedrooms,Bathrooms,Toilets,Office,Armored door,Primary energy consumption,Energy class,CO₂ emission,Heating type,Heat pump,Thermic solar panels,Double glazing,Monthly rental price,Monthly costs,Tenement building,price,listing_type,Number of floors,Number of frontages,Living area,Living room surface,Bedroom 1 surface,Bedroom 2 surface,Furnished,Terrace surface,Intercom,Visio phone,agency,Construction year,Building condition,Basement,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Available as of,Kitchen surface,Shower rooms,Surroundings type,Zip_Code,State_Name
,,1.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,870.0,90.0,No,960.0,Ground floor for rent,3.0,2.0,85.0,,,,,1.0,Yes,No,,1970.0,Good,,No,No,No,Yes,No,,,1.0,Urban,1000,Bruxelles-Ville
9.0,,1.0,1.0,,,,294.0,F,87.0,,,,,950.0,,No,,Apartment for rent,10.0,,50.0,,,,No,,,,5th Corner,,,,Yes,,,,,Immediately,,,,1000,Bruxelles-Ville
1.0,Installed,2.0,,1.0,,,159.0,D,,Gas,No,,Yes,1000.0,,No,,Apartment for rent,,,73.0,,,,No,,,,BBF nv,,Good,,Yes,,No,,No,,,,,1000,Bruxelles-Ville
4.0,Hyper equipped,2.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,1250.0,,No,,Apartment for rent,,,,,,,,,No,Yes,,,Just renovated,,No,No,No,No,No,,,1.0,,1000,Bruxelles-Ville
5.0,,2.0,2.0,,,Yes,145.0,C,29.0,Gas,No,No,Yes,1450.0,150.0,No,1600.0,Apartment for rent,,2.0,125.0,,,,No,,,,ERA Châtelain - Schuman,,Just renovated,,Yes,No,No,Yes,No,Immediately,20.0,,,1000,Bruxelles-Ville
10.0,Hyper equipped,1.0,1.0,1.0,,Yes,55.0,B,11.0,Gas,,,Yes,1140.0,,No,,Apartment for rent,41.0,4.0,70.0,20.0,,,Yes,,,,Espace Immo Brussels CENTRE,2014.0,,,Yes,,,,Yes,Immediately,,1.0,,1000,Bruxelles-Ville
2.0,,3.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,1400.0,,No,,Apartment for rent,,2.0,,30.0,14.0,12.0,,,Yes,No,,,,,Yes,No,No,Yes,No,,,,Fitted out,1000,Bruxelles-Ville
4.0,USA hyper equipped,1.0,1.0,1.0,,,,Not specified,,Gas,,,Yes,1050.0,100.0,No,1150.0,Apartment for rent,5.0,2.0,60.0,15.0,17.0,,No,,Yes,Yes,Vaneau Lecobel Bruxelles Est,,As new,Yes,Yes,No,,Yes,No,Immediately,7.0,1.0,,1000,Bruxelles-Ville
11.0,USA hyper equipped,2.0,1.0,1.0,,,167.0,D,33.0,,,,Yes,1150.0,200.0,No,1350.0,Apartment for rent,14.0,4.0,72.0,15.0,15.0,13.0,No,20.0,Yes,,Vaneau Lecobel Bruxelles Est,,As new,,Yes,Yes,,Yes,No,To be defined,8.0,1.0,,1000,Bruxelles-Ville
4.0,USA hyper equipped,2.0,1.0,1.0,No,Yes,114.0,C,24.0,Gas,No,No,Yes,1150.0,120.0,No,1270.0,Apartment for rent,1.0,2.0,95.0,42.0,17.0,12.0,,6.0,Yes,Yes,,2008.0,Good,,No,Yes,No,Yes,No,Immediately,8.0,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
1.0,Hyper equipped,1.0,,1.0,No,Yes,,Not specified,,Gas,No,No,Yes,880.0,150.0,No,1030.0,Apartment for rent,,2.0,70.0,,,,,8.0,Yes,No,,,,,Yes,No,No,Yes,No,Immediately,,1.0,,1000,Bruxelles-Ville
4.0,,1.0,1.0,,,Yes,201.0,D,39.0,Gas,No,No,Yes,890.0,100.0,No,990.0,Apartment for rent,6.0,2.0,64.0,24.0,,,No,7.0,,,ERA Châtelain - Schuman,2015.0,,,Yes,Yes,No,Yes,No,Immediately,4.0,,,1000,Bruxelles-Ville
4.0,Hyper equipped,1.0,1.0,1.0,,Yes,194.0,D,,Gas,,,Yes,1300.0,100.0,No,1400.0,Apartment for rent,5.0,,127.0,,,,No,,,,Urban Living,,Just renovated,,Yes,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
1.0,Hyper equipped,2.0,,1.0,,,,Not specified,,Gas,,,,1367.0,53.0,No,1420.0,Apartment for rent,2.0,,90.0,35.0,20.0,10.0,No,,,,Espace Immo Brussels CENTRE,,As new,,,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
3.0,,1.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,1100.0,180.0,No,1280.0,Apartment for rent,3.0,,55.0,,,,Yes,,Yes,No,,,,,No,No,No,Yes,No,,,1.0,,1000,Bruxelles-Ville
3.0,Semi equipped,1.0,1.0,1.0,,,299.0,F,,Gas,,,Yes,800.0,200.0,No,1000.0,Apartment for rent,,2.0,70.0,26.0,14.0,,No,,,,Immo ID,,Good,Yes,,,,,,,8.0,,,1000,Bruxelles-Ville
10.0,USA hyper equipped,3.0,2.0,2.0,Yes,Yes,138.0,C,42.0,Gas,,,Yes,4420.0,510.0,No,4930.0,Penthouse for rent,10.0,4.0,180.0,35.0,20.0,14.0,Yes,37.0,Yes,Yes,Vaneau Lecobel Bruxelles Est,1963.0,As new,Yes,Yes,Yes,,Yes,Yes,Depending on the tenant,20.0,,,1000,Bruxelles-Ville
,USA hyper equipped,5.0,3.0,3.0,Yes,Yes,324.0,F,69.0,Gas,,,Yes,3000.0,,No,,Exceptional property for rent,,2.0,195.0,18.0,18.0,17.0,No,10.0,Yes,,Vaneau Lecobel Bruxelles Est,1913.0,As new,Yes,No,No,Yes,Yes,No,Immediately,20.0,3.0,,1000,Bruxelles-Ville
3.0,USA hyper equipped,1.0,1.0,1.0,,,158.0,D,31.0,,,,Yes,1350.0,45.0,No,1395.0,Duplex for rent,3.0,2.0,66.0,45.0,15.0,,No,10.0,Yes,Yes,Engel & Völkers Sablon,2022.0,As new,Yes,No,No,,,No,Immediately,,1.0,Urban,1000,Bruxelles-Ville
4.0,USA hyper equipped,2.0,1.0,1.0,,,201.0,D,40.0,,,,Yes,1200.0,225.0,No,1425.0,Apartment for rent,6.0,2.0,120.0,50.0,16.0,12.0,No,7.0,Yes,Yes,Engel & Völkers Sablon,,As new,Yes,Yes,No,,Yes,No,Immediately,16.0,1.0,,1000,Bruxelles-Ville
2.0,USA hyper equipped,,1.0,1.0,,Yes,372.0,G,73.0,Gas,,,Yes,890.0,80.0,No,970.0,Studio for rent,7.0,2.0,45.0,,,,Yes,,Yes,Yes,Engel & Völkers Sablon,2018.0,As new,,Yes,Yes,,Yes,No,Depending on the tenant,,1.0,,1000,Bruxelles-Ville
3.0,,1.0,1.0,1.0,No,No,,Not specified,64.0,Electric,No,No,Yes,760.0,45.0,No,805.0,Apartment for rent,5.0,2.0,50.0,,10.0,,Yes,,No,Yes,,1880.0,Just renovated,,No,No,No,No,No,,8.0,,,1000,Bruxelles-Ville
,Hyper equipped,11.0,6.0,6.0,Yes,,281.0,F,56.0,Gas,,,Yes,6850.0,,Yes,,Apartment block for rent,,3.0,570.0,50.0,22.0,22.0,Yes,30.0,,,Espace Immo Brussels CENTRE,2021.0,Just renovated,Yes,Yes,,,,,Immediately,25.0,2.0,,1000,Bruxelles-Ville
5.0,Hyper equipped,2.0,1.0,,,Yes,139.0,C,35.0,Gas,,,Yes,1380.0,250.0,No,1630.0,Apartment for rent,6.0,,95.0,35.0,17.0,10.0,No,,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,,,,1000,Bruxelles-Ville
5.0,Hyper equipped,2.0,1.0,,,Yes,139.0,C,35.0,Gas,,,Yes,1380.0,250.0,No,1630.0,Apartment for rent,6.0,,95.0,35.0,17.0,10.0,No,,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,,,,1000,Bruxelles-Ville
5.0,,3.0,2.0,,No,Yes,217.0,E,56.0,Gas,No,No,No,1250.0,250.0,No,1500.0,Apartment for rent,8.0,3.0,,80.0,20.0,18.0,No,,No,No,Agence I.B.P. SA,,Good,,No,No,No,No,No,After signing the deed,12.0,,,1000,Bruxelles-Ville
5.0,,3.0,2.0,,No,Yes,217.0,E,56.0,Gas,No,No,No,1250.0,250.0,No,1500.0,Apartment for rent,8.0,3.0,,80.0,20.0,18.0,No,,No,No,Agence I.B.P. SA,,Good,,No,No,No,No,No,After signing the deed,12.0,,,1000,Bruxelles-Ville
,,1.0,1.0,,No,No,333.0,F,100.0,,No,No,Yes,900.0,125.0,No,1025.0,Ground floor for rent,2.0,2.0,55.0,,14.0,,,1.0,Yes,No,,,,Yes,No,No,No,No,No,,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
3.0,USA hyper equipped,2.0,1.0,1.0,No,Yes,104.0,C,21.0,Gas,No,No,Yes,1500.0,80.0,No,1580.0,Apartment for rent,5.0,2.0,100.0,38.0,17.0,10.0,,12.0,Yes,Yes,,2007.0,As new,,Yes,No,No,Yes,No,,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
3.0,Hyper equipped,2.0,1.0,1.0,No,Yes,,Not specified,,,No,No,Yes,1300.0,150.0,No,1450.0,Apartment for rent,,,100.0,35.0,22.0,12.0,,12.0,No,Yes,,,,,Yes,No,No,Yes,No,Immediately,12.0,,,1000,Bruxelles-Ville
3.0,,,,,,,,Not specified,,Gas,No,No,No,1350.0,45.0,No,1395.0,Duplex for rent,,2.0,,,,,,12.0,,,,,,,,,,,,,,,,1000,Bruxelles-Ville
1.0,,1.0,,1.0,No,No,,Not specified,,Electric,No,No,No,890.0,45.0,No,935.0,Apartment for rent,,2.0,,,20.0,,,,Yes,No,,,,,No,No,No,Yes,No,,,1.0,,1000,Bruxelles-Ville
2.0,Semi equipped,,,1.0,No,No,,Not specified,,Electric,No,No,Yes,600.0,35.0,No,635.0,Studio for rent,,2.0,30.0,,,,No,,Yes,No,,,Good,,No,No,No,No,No,To be defined,,1.0,Urban,1000,Bruxelles-Ville
10.0,USA hyper equipped,1.0,1.0,1.0,,,35.0,A,,Gas,,,,1100.0,150.0,No,1250.0,Apartment for rent,12.0,2.0,73.0,26.0,15.0,,Yes,,,Yes,Vaneau Lecobel Bruxelles Est,2021.0,As new,,Yes,No,,Yes,No,Immediately,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,Installed,,,1.0,No,No,,Not specified,,,No,No,Yes,740.0,60.0,No,800.0,Studio for rent,,,37.0,,,,,,,,,,As new,,,,,,,Immediately,,1.0,Urban,1000,Bruxelles-Ville
1.0,Hyper equipped,2.0,,2.0,No,Yes,,Not specified,,Gas,No,No,Yes,1195.0,,No,,Apartment for rent,,1.0,,,16.0,10.0,,10.0,Yes,No,,,As new,,Yes,No,No,Yes,No,Immediately,,1.0,,1000,Bruxelles-Ville
4.0,USA hyper equipped,2.0,1.0,1.0,,,196.0,D,41.0,Gas,,,Yes,1260.0,220.0,No,1480.0,Apartment for rent,5.0,2.0,85.0,20.0,16.0,12.0,No,4.0,Yes,,Vaneau Lecobel Bruxelles Est,1907.0,Good,Yes,Yes,Yes,,Yes,No,Immediately,10.0,1.0,,1000,Bruxelles-Ville
1.0,USA hyper equipped,2.0,1.0,1.0,,,171.0,D,36.0,Gas,,,Yes,1250.0,30.0,No,1280.0,Apartment for rent,5.0,2.0,107.0,18.0,15.0,13.0,No,,Yes,,Vaneau Lecobel Bruxelles Est,1913.0,As new,,No,No,,Yes,No,Immediately,7.0,1.0,,1000,Bruxelles-Ville
,USA hyper equipped,2.0,2.0,2.0,,,327.0,F,70.0,Gas,,,,1650.0,150.0,No,1800.0,House for rent,,3.0,125.0,,15.0,20.0,Yes,6.0,,,Engel & Völkers Sablon,,As new,,No,Yes,,,No,Depending on the tenant,,2.0,Isolated,1000,Bruxelles-Ville
,USA hyper equipped,2.0,2.0,2.0,,,327.0,F,70.0,Gas,,,,1650.0,150.0,No,1800.0,Apartment for rent,2.0,3.0,125.0,,15.0,20.0,Yes,6.0,,,Engel & Völkers Sablon,,As new,,No,Yes,,,No,Depending on the tenant,,2.0,Isolated,1000,Bruxelles-Ville
4.0,USA hyper equipped,3.0,2.0,2.0,,,170.0,D,36.0,Gas,,,Yes,1750.0,,No,,Apartment for rent,4.0,2.0,,,23.0,13.0,Yes,,,Yes,Engel & Völkers Sablon,2000.0,As new,Yes,Yes,No,,,No,To be defined,,1.0,,1000,Bruxelles-Ville
3.0,Installed,2.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,800.0,,No,,Apartment for rent,4.0,2.0,60.0,16.0,16.0,12.0,,,Yes,No,,,Just renovated,,No,No,No,Yes,No,Immediately,12.0,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
8.0,,,1.0,,No,No,,Not specified,,Gas,No,No,Yes,975.0,,No,,Studio for rent,8.0,,40.0,,,,Yes,8.0,Yes,No,,,As new,,Yes,No,Yes,Yes,No,Immediately,,,,1000,Bruxelles-Ville
1.0,,1.0,1.0,1.0,No,No,,Not specified,,Electric,No,No,No,750.0,60.0,No,810.0,Apartment for rent,,2.0,65.0,,22.0,,,3.0,,,,,,,,,,,,,,,,1000,Bruxelles-Ville
1.0,,1.0,1.0,,,No,462.0,G,108.0,Gas,No,No,Yes,1350.0,,No,,Apartment for rent,3.0,2.0,50.0,,,,Yes,20.0,,,ERA Châtelain - Schuman,1918.0,Good,,No,No,No,Yes,No,,,,,1000,Bruxelles-Ville
2.0,USA hyper equipped,3.0,2.0,2.0,,Yes,22.0,A,5.0,,,,,1650.0,140.0,No,1790.0,Apartment for rent,4.0,2.0,115.0,31.0,16.0,11.0,No,10.0,Yes,Yes,Engel & Völkers Sablon,2022.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,,2.0,Isolated,1000,Bruxelles-Ville
1.0,,1.0,1.0,1.0,No,No,,Not specified,,Gas,No,Yes,Yes,840.0,140.0,No,980.0,Apartment for rent,,2.0,,,,,,1.0,Yes,No,,,,,No,No,No,Yes,No,,,,,1000,Bruxelles-Ville
,Hyper equipped,3.0,1.0,2.0,,,297.0,F,59.0,Gas,,,,1400.0,50.0,No,1450.0,Apartment for rent,4.0,,130.0,,15.0,12.0,,,,,CENTURY 21 Capitale,1936.0,As new,,,,,,,Immediately,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
1.0,Installed,3.0,2.0,2.0,,Yes,219.0,E,,Gas,,,Yes,1800.0,250.0,No,2050.0,Apartment for rent,5.0,,180.0,,,,No,10.0,,Yes,5th Corner,,Just renovated,Yes,Yes,,Yes,,,,,2.0,,1000,Bruxelles-Ville
,USA installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,,800.0,20.0,No,820.0,Apartment for rent,5.0,2.0,,,,,No,,Yes,Yes,Brikman,,As new,,No,No,,,No,At delivery,,1.0,,1000,Bruxelles-Ville
,USA installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,,780.0,20.0,No,800.0,Apartment for rent,5.0,2.0,,,,,No,,,,Brikman,,As new,,,,,,,At delivery,,1.0,,1000,Bruxelles-Ville
,Installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,,780.0,20.0,No,800.0,Apartment for rent,5.0,2.0,,,,,No,,,,Brikman,,Just renovated,,,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
,USA installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,,800.0,20.0,No,820.0,Apartment for rent,5.0,2.0,,,,,No,,Yes,Yes,Brikman,,As new,,No,No,,,No,At delivery,,1.0,,1000,Bruxelles-Ville
,USA installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,,780.0,20.0,No,800.0,Apartment for rent,5.0,2.0,,,,,No,,,,Brikman,,As new,,,,,,,At delivery,,1.0,,1000,Bruxelles-Ville
,Installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,,780.0,20.0,No,800.0,Apartment for rent,5.0,2.0,,,,,No,,,,Brikman,,Just renovated,,,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
,Hyper equipped,1.0,1.0,1.0,,,250.0,E,50.0,Gas,,,Yes,1100.0,50.0,No,1150.0,Apartment for rent,3.0,2.0,70.0,20.0,17.0,,No,,Yes,,Vaneau Lecobel Bruxelles Est,1910.0,Just renovated,Yes,No,No,,Yes,No,To be defined,15.0,1.0,,1000,Bruxelles-Ville
8.0,Installed,2.0,1.0,1.0,No,Yes,,Not specified,,,No,No,No,980.0,220.0,No,1200.0,Apartment for rent,9.0,2.0,80.0,,,,,10.0,Yes,No,,,Good,Yes,Yes,No,No,No,No,Immediately,,,,1000,Bruxelles-Ville
3.0,Hyper equipped,1.0,1.0,1.0,No,Yes,182.0,D,55.0,Fuel oil,No,No,Yes,1100.0,200.0,No,1300.0,Apartment for rent,3.0,1.0,70.0,29.0,,,Yes,1.0,Yes,Yes,,,As new,,Yes,No,No,Yes,No,Immediately,6.0,,Urban,1000,Bruxelles-Ville
,Semi equipped,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,900.0,40.0,No,940.0,Apartment for rent,1.0,2.0,,,,,,,Yes,No,,,Good,,No,No,No,No,No,Immediately,,,,1000,Bruxelles-Ville
,USA installed,2.0,1.0,2.0,No,Yes,138.0,C,27.0,Gas,No,No,Yes,1920.0,150.0,No,2070.0,Apartment for rent,1.0,2.0,98.0,15.0,14.0,14.0,,50.0,Yes,No,,2023.0,As new,,No,No,No,Yes,No,Immediately,7.0,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,Hyper equipped,2.0,2.0,2.0,,Yes,124.0,C,24.0,Gas,,,Yes,2750.0,250.0,No,3000.0,Ground floor for rent,6.0,2.0,136.0,40.0,20.0,17.0,Yes,20.0,Yes,Yes,Pons Realty,2003.0,As new,,Yes,,Yes,Yes,,,21.0,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
3.0,USA installed,1.0,1.0,1.0,No,Yes,,Not specified,,Gas,No,No,Yes,800.0,300.0,No,1100.0,Apartment for rent,4.0,1.0,65.0,,,,Yes,,Yes,No,,,As new,,Yes,No,No,No,No,Immediately,,,Urban,1000,Bruxelles-Ville
4.0,,2.0,1.0,2.0,,Yes,,Not specified,,Gas,,,Yes,1450.0,250.0,No,1700.0,Apartment for rent,6.0,2.0,115.0,,,,Yes,,Yes,Yes,Euro Homes nv,,As new,Yes,Yes,,,Yes,,,,1.0,Urban,1000,Bruxelles-Ville
3.0,USA hyper equipped,1.0,1.0,,No,Yes,,Not specified,276.0,Gas,No,No,Yes,875.0,35.0,No,910.0,Apartment for rent,,,60.0,,,,No,,Yes,Yes,,,As new,Yes,Yes,No,No,Yes,No,,,,,1000,Bruxelles-Ville
2.0,,2.0,1.0,,,,206.0,D,41.0,Gas,,,Yes,910.0,51.0,No,961.0,Apartment for rent,4.0,2.0,75.0,,22.0,,No,,,,Best Partner Immobilière - Bruxelles,1905.0,,Yes,,,,,,Immediately,,,,1000,Bruxelles-Ville
,Hyper equipped,1.0,1.0,1.0,,,343.0,F,68.0,Gas,,,Yes,990.0,20.0,No,1010.0,Ground floor for rent,3.0,2.0,68.0,,,,No,,Yes,,Van Rokeghem SA,,Good,Yes,,,,,,Immediately,,,Urban,1000,Bruxelles-Ville
,,3.0,2.0,,,,55.0,B,,,,,,1490.0,150.0,No,1640.0,Apartment for rent,,4.0,,,,,No,,,,Dewaele Brussels (Tour & Taxis),,Good,,,,,,,,,,Urban,1000,Bruxelles-Ville
3.0,USA hyper equipped,2.0,1.0,1.0,,,117.0,C,25.0,,,,Yes,1050.0,75.0,No,1125.0,Duplex for rent,1.0,,90.0,45.0,14.0,15.0,No,,Yes,,FENIX Properties,,Good,,No,No,,Yes,No,Depending on the tenant,6.0,,Urban,1000,Bruxelles-Ville
,,,1.0,1.0,,,,Not specified,,,,,Yes,795.0,,No,,Studio for rent,,,30.0,,,,No,,,,FENIX Properties,,Good,,,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
1.0,USA hyper equipped,2.0,1.0,1.0,Yes,Yes,122.0,C,26.0,,,,Yes,1250.0,120.0,No,1370.0,Apartment for rent,4.0,2.0,100.0,29.0,16.0,9.0,No,10.0,,Yes,Vaneau Lecobel Bruxelles Est,2013.0,As new,Yes,Yes,Yes,,Yes,No,To be defined,5.0,1.0,,1000,Bruxelles-Ville
7.0,USA hyper equipped,1.0,1.0,1.0,,,63.0,B,12.0,Gas,,,,1450.0,350.0,No,1800.0,Apartment for rent,13.0,2.0,100.0,,,,Yes,,,,Engel & Völkers Sablon,,As new,,Yes,No,,,No,Immediately,,1.0,Urban,1000,Bruxelles-Ville
2.0,Hyper equipped,2.0,1.0,,,,118.0,C,23.0,Gas,,,Yes,1290.0,100.0,No,1390.0,Apartment for rent,2.0,,90.0,,,,No,,Yes,Yes,Van Rokeghem SA,,As new,Yes,Yes,,,Yes,,Immediately,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,,2.0,2.0,,,No,255.0,E,51.0,Gas,No,No,Yes,1300.0,165.0,No,1465.0,Apartment for rent,2.0,2.0,79.0,,,,No,,,,ERA Châtelain - Schuman,1930.0,,Yes,No,No,No,Yes,No,Immediately,11.0,,,1000,Bruxelles-Ville
1.0,,2.0,1.0,1.0,,,166.0,D,35.0,,,,,1050.0,25.0,No,1075.0,Apartment for rent,7.0,2.0,75.0,40.0,12.0,11.0,No,,,,Espace Immo Brussels CENTRE,,,,Yes,,,,,To be defined,,,,1000,Bruxelles-Ville
6.0,,3.0,2.0,,,Yes,255.0,E,51.0,Gas,No,No,Yes,2250.0,300.0,No,2550.0,Apartment for rent,7.0,2.0,160.0,,,,No,,,,ERA Châtelain - Schuman,,,Yes,Yes,No,No,Yes,No,Immediately,20.0,,,1000,Bruxelles-Ville
4.0,,,,,,Yes,152.0,D,28.0,Gas,No,No,Yes,1600.0,100.0,No,1700.0,Apartment for rent,,2.0,135.0,,,,No,,,,ERA Châtelain - Schuman,,,,Yes,No,No,Yes,No,Immediately,,,,1000,Bruxelles-Ville
7.0,,3.0,,,,Yes,623.0,G,134.0,Gas,No,No,Yes,1400.0,,No,,Apartment for rent,7.0,3.0,142.0,,,,No,6.0,,,ERA Châtelain - Schuman,1958.0,Good,,Yes,No,No,Yes,No,,9.0,,,1000,Bruxelles-Ville
1.0,Semi equipped,1.0,1.0,1.0,,,276.0,E,,,,,Yes,1090.0,,No,,Apartment for rent,3.0,,56.0,23.0,11.0,,Yes,,,,Immo ID,,,Yes,,,,,,,16.0,,,1000,Bruxelles-Ville
2.0,Installed,2.0,1.0,2.0,Yes,No,,Not specified,,Electric,No,No,Yes,1950.0,50.0,No,2000.0,Duplex for rent,2.0,2.0,160.0,30.0,15.0,15.0,,30.0,Yes,No,,1890.0,As new,,No,No,No,Yes,No,Immediately,15.0,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
1.0,Installed,1.0,1.0,2.0,No,Yes,70.0,B,,Gas,No,No,No,1200.0,150.0,No,1350.0,Apartment for rent,,,72.0,,,,,7.0,Yes,Yes,,2017.0,As new,,Yes,No,No,Yes,No,,,,Urban,1000,Bruxelles-Ville
2.0,Installed,2.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,1500.0,80.0,No,1580.0,Duplex for rent,2.0,2.0,95.0,,20.0,20.0,Yes,10.0,No,Yes,,1903.0,Just renovated,,No,No,Yes,No,No,,,1.0,Urban,1000,Bruxelles-Ville
5.0,,2.0,1.0,1.0,Yes,Yes,150.0,C,38.0,Gas,No,No,Yes,2490.0,350.0,No,2840.0,Penthouse for rent,5.0,4.0,200.0,40.0,20.0,12.0,Yes,230.0,Yes,Yes,Agence I.B.P. SA,,As new,,Yes,No,No,No,No,After signing the deed,15.0,1.0,,1000,Bruxelles-Ville
1.0,Semi equipped,,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,780.0,100.0,No,880.0,Studio for rent,1.0,1.0,40.0,,,,,,Yes,No,,1996.0,Good,,Yes,Yes,No,No,No,Immediately,,,Urban,1000,Bruxelles-Ville
1.0,,1.0,1.0,1.0,No,No,,Not specified,,,No,No,Yes,1100.0,40.0,No,1140.0,Apartment for rent,1.0,,75.0,,12.0,,,7.0,Yes,No,,1870.0,As new,,No,No,No,Yes,No,To be defined,,,,1000,Bruxelles-Ville
,USA installed,1.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,1045.0,55.0,No,1100.0,Apartment for rent,,1.0,72.0,,,,,,Yes,No,,2018.0,As new,,No,Yes,No,No,No,,,1.0,,1000,Bruxelles-Ville
4.0,USA installed,3.0,1.0,2.0,No,No,,Not specified,,Gas,No,No,No,1450.0,,No,,Duplex for rent,,,170.0,,18.0,14.0,,,No,No,,,As new,Yes,Yes,No,No,No,No,,,1.0,,1000,Bruxelles-Ville
3.0,Hyper equipped,3.0,,1.0,,,172.0,D,,Gas,No,,Yes,2700.0,,No,,Duplex for rent,,,164.0,25.0,21.0,12.0,No,15.0,,,W Properties & Management,,As new,,,,,,,,25.0,,,1000,Bruxelles-Ville
2.0,USA hyper equipped,2.0,1.0,1.0,,,142.0,C,30.0,Gas,,,,1300.0,150.0,No,1450.0,Apartment for rent,3.0,2.0,90.0,,15.0,11.0,Yes,5.0,,,Engel & Völkers Sablon,1970.0,As new,,Yes,Yes,,,No,Depending on the tenant,,1.0,Urban,1000,Bruxelles-Ville
6.0,,,1.0,1.0,No,No,,Not specified,,,No,No,Yes,770.0,130.0,No,900.0,Studio for rent,6.0,1.0,55.0,,,,,5.0,Yes,No,,,As new,,Yes,No,No,No,No,,,,Urban,1000,Bruxelles-Ville
3.0,Semi equipped,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,No,785.0,,No,,Apartment for rent,3.0,1.0,,,65.0,,,,Yes,No,,,,,No,No,No,Yes,No,Immediately,,,,1000,Bruxelles-Ville
4.0,USA hyper equipped,2.0,1.0,2.0,,Yes,193.0,D,39.0,Gas,,,Yes,1825.0,150.0,No,1975.0,Apartment for rent,4.0,,120.0,30.0,15.0,15.0,No,90.0,,Yes,Espace Immo Brussels CENTRE,2020.0,Just renovated,,Yes,,,,,Immediately,15.0,1.0,,1000,Bruxelles-Ville
4.0,Hyper equipped,3.0,2.0,1.0,,Yes,73.0,B,13.0,Gas,,,Yes,1400.0,300.0,No,1700.0,Apartment for rent,,4.0,131.0,46.0,16.0,10.0,No,15.0,,,Best Partner Immobilière - Bruxelles,2012.0,,Yes,Yes,,Yes,,,To be defined,,,,1000,Bruxelles-Ville
5.0,,1.0,,,No,No,,Not specified,,Gas,No,No,No,1250.0,,No,,Apartment for rent,,1.0,65.0,,20.0,,Yes,8.0,No,No,,2015.0,As new,,Yes,No,No,No,No,Immediately,,,,1000,Bruxelles-Ville
,Hyper equipped,3.0,1.0,2.0,No,Yes,199.0,D,39.0,Gas,No,No,No,2600.0,350.0,No,2950.0,Duplex for rent,,3.0,211.0,,,,,38.0,Yes,Yes,,2006.0,As new,,Yes,Yes,Yes,Yes,Yes,,,2.0,Urban,1000,Bruxelles-Ville
,Installed,2.0,1.0,1.0,,,246.0,E,50.0,Gas,,,Yes,1250.0,140.0,No,1390.0,Ground floor for rent,3.0,2.0,120.0,40.0,13.0,13.0,No,,Yes,,FIMBRUX sa,,Good,Yes,Yes,,,Yes,,,8.0,,Urban,1000,Bruxelles-Ville
2.0,,2.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,950.0,,No,,Apartment for rent,4.0,2.0,,,,,,1.0,Yes,No,,,Just renovated,,No,No,No,Yes,No,,,2.0,,1000,Bruxelles-Ville
1.0,,3.0,2.0,,Yes,No,170.0,D,51.0,Gas,No,No,Yes,1990.0,200.0,No,2190.0,Apartment for rent,,2.0,190.0,,,,No,22.0,,,ERA Châtelain - Schuman,,,,No,No,No,Yes,No,Immediately,17.0,,,1000,Bruxelles-Ville
